title,date,year,text,tags,imageurl,imgID,image
The Front of Socialist Forces: Against Intolerance and Sectarianism,2011-06-13,2011,"Against Intolerance and Sectarianism, For a Civil State,What happened in Imbaba on the 7th of May represents a dangerous turning point regarding the problem of sectarianism. It threatens the nation’s existence and the future of Egypt and is part of a plan to strike at the Egyptian Revolution, preventing the completion of its goals. The powerful forces of the counter-revolution have not stopped since the investigations of the corrupt leaders and their verdicts. Destabilization attempts continue in light of relaxed security and absence of the state. Likewise, some of the media have not attempted objective reporting but instead play with the fire of sectarianism in order to burn the country.,The Front of Socialist Forces denounces the slowness in bringing those responsible for the events of Atfih and Qena to trial and issuing exemplary verdicts against them, which would stop the bloodbath in which the forces of the counter-revolution and retrogressive religion are drowning us. The Front views the government’s delays in issuing a common law on places of worship and their activities, the criminalization of inciting social strife and hatred, creating a common Personal Status Law, and its continuing to use the Customary Councils and men of religion (those that are not official) to counteract sectarian crises as something helping to break down the nation and security. They have caused citizens to resort to religious institutions and use personal methods of protection to defend themselves and their property. It is a matter which might lead us all into a national catastrophe; civil war might break out all over creation.,The Front warns against the escalation of calls for the employment of outside forces to protect Egyptian Christians. These calls are another catastrophe since America, Israel, and their allies are the ones who supported Mubarak’s regime, and he ravaged civil liberties. They are interested in igniting social strife and breaking Egypt up as part of a new plan for the Middle East that they are striving to achieve with the breakups of Iraq, Sudan, and Libya.,The Socialist Forces are working to build a modern civil state… a state of knowledge and rational thought which makes all citizens equal as far as rights and duties through the enacting of a democratic Constitution… a state based on law, equality, human dignity, freedom of worship, freedom of belief, freedom of thought, expression, and creativity—far from the authority of the religious institutions which mix religion and politics… a civil state that respects religious beliefs of all types and ensures that all its citizens enjoy human rights, not discriminating between one Egyptian citizen and another on the basis of religion, origin, race, or gender, with the law vigorously applied for everyone. Accordingly, the Socialist Forces refuse transforming Egypt into a religious state based upon discriminating between citizens according to their religious beliefs. The Front also rejects the use of religion as a pretext to impose a repressive, totalitarian regime as has happened in other countries like Iran, Sudan, and Afghanistan and which has led to political, economic, and social catastrophes.,So, let’s join forces to protect the revolution and complete its missions. Let’s fight together to achieve:,5/12/2011 The Front of Socialist Forces,,","Other Parties, Politics, Religion, Sectarian Strife",https://wayback.archive-it.org/2358/20120130160428im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/against.png,imgID194,
The Party of Popular Socialist Alliance: We Refuse a Pardon for Mubarak,2011-06-13,2011,"Party of the Popular Socialist Alliance,(Under development),,We Refuse a Pardon for Mubarak… and Opening Fire on Demonstrators,,The Party of the Popular Socialist Alliance is closely following the various negative and dangerous signs that call to mind some of the practices of the Mubarak regime: opening live fire on those demonstrating in memory of the forcible occupation of Palestine in front of the embassy of the Zionist enemy… unknown parties opening fire and throwing Molotov Cocktails in Maspiro, attacking those protesting against the criminal acts carried out against the churches of Egypt… to say nothing of some of the announcements that have been issued solely to alarm the people… Yet all of these negative indicators put together are surpassed by the pardon of Mubarak and his family along with many who represented his corrupt, tyrannical regime.,The party believes that the growing insecurity in the country is a result of: a weakening resolve to cleanse state institutions of their tyrannical and corrupt elements… a slow pace in bringing key members of the previous regime to trial… the failure to uphold the aims of the revolution, especially those of change, freedom, human dignity, and social justice… the security apparatus’ reluctance to throw out the extremists and thugs within its ranks, instead focusing its efforts on suppressing all forms of peaceful, democratic protests.,In light of this, the Party of the Popular Socialist Alliance asserts the following:,,First: The party completely rejects any pardon of the crimes committed by Mubarak, his family, and the cornerstone figures of his rule throughout the past thirty years, and it underscores the necessity of quickly bringing all those accused of political and financial corruption to trial… The party, along with all of the revolutionary powers, is on guard against any attempt, under the terms of any agreement, or under any pressure, to clear these individuals’ records of the crimes they committed against the rights of the people.,,Second: The party condemns the horrible oppression that demonstrators faced in front of the Israeli embassy and calls for the trial of the leaders who ordered the opening of fire and the elements who carried out those orders…. The party pledges that it will support and take part in every activity that targets the territories of the Zionist enemy and every struggle that seeks to establish a democratic, secular state over the entire land of Palestine.,,Third: The party condemns the assault on protestors in front of Maspiro, and demands that the criminals who carried out these assaults—in addition to the attacks on the two churches of St. Mina and the Holy Virgin, among others—be found out… They also demand the rapid enactment of the Unified Worship Law… and the development of legislative, cultural, and intellectual opposition against all forms of religious discrimination.,,Fourth: The party confirms its basic positions: the need to form a civil governing council to take control of the country’s affairs during the transitional period; the election of a drafting council to draft a new constitution for the country that will uphold civil liberties, inspired by the spirit of the January revolution and its major aims, criminalize of all forms of exclusion, exceptionalism, monopoly-formation, or indulgence, and guarantee every citizen’s rights to work, education, housing, due process, and good health.,,Long live the struggle of the Egyptian people… towards a free and democratic country in which all factions are united.,","Politics, The Party of the Popular Socialist Alliance",https://wayback.archive-it.org/2358/20120130151740im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/refuseapology.png,imgID195,
A Complaint,2011-06-12,2011,"A Complaint,Muhammad Yasin maintains relations with thugs from Alexandria, and he is in communication with these same thugs who are planning to steal cars and sell them. Yasin is the man who attacked the Christians at the Radio and Television Building, and he works in Intelligence at the Ma’adi department under the supervision of General Muhammad Yas.,We reported this to Mansur al-‘Aysawi, Minister of the Interior, as Muhammad Yasin is involved with gangs in stealing cars, selling them, and dismantling them. He is connected to the Imbaba Church burning, just as he is connected to the burning of the Atfih and Khataf Maryam churches.,He also has a relationship with ‘Abir; he used to stalk her and wanted to kill her.,,An Introduction for You, Ladies and Gentleman,Sharif Mustafa Mahmud,Presenter/ Sa’id Magdi,Telephone: [phone # redacted],","Police, Regime",https://wayback.archive-it.org/2358/20120130155603im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/acomplaint.png,imgID196,
"The Democratic Front Party: Freedom, Justice, a Civil State",2011-06-12,2011,"The Democratic Front Party,Freedom… Justice… A Civil State,,The Democratic Front was founded in 2007 on the principles of freedom, justice and a civilian state, for freedom cannot exist in a stable condition if feelings of justice do not prevail in a state that does not differentiate between one class and another and does not discriminate on the basis of sect or doctrine, a state for everyone that does not recognize any sources of political power other than that of the state.,,Goals of the Party:,Achieving true democracy, decisively combating corruption, eliminating unemployment, immediately eliminating illiteracy and reforming education, cultural development, eliminating forms of discrimination, whether religious or social or cultural, increasing the minimum level of healthcare, decent housing, social security for the poor, the advancement of women, improving the environment, advancing sports and physical education, and working on reviving the importance of Egypt and its international role.,,As for the Goals of the Party after the Revolution of January 25th:,The party believes that the Revolution of January 25th has not yet been completed. Therefore, the following are among the goals that the Democratic Front strives to achieve in the framework of its political program:,,,The Party’s Program:,The party has a program (which you can view more closely on party’s website) that was laid out by experts in every field and is ready for immediate application. In fact, the party has already begun implementing its program in several areas in order to realize its goals of serving the nation and its citizens by applying pressure on the current government and the military council. For example, since its founding in 2007, the party’s program has emphasized the need to abolish the State Security Investigations Service, a goal that has now been achieved.,,The Party’s Slogans:,The party’s slogans (of which there are seventy-seven) give expression to the silent majority of citizens and those who were able to vote but abstained from doing so in the general elections, convinced that there was no value in voting as long as elections were rigged. Now, after our great revolution, we must participate and cast our votes to choose the future of our country. The Democratic Front Party is the first whose slogans called for freedom, justice and a civilian state.,,Positions of the Democratic Front before the Revolution:,,Positions of the Democratic Front during the Revolution:,,To join or contact the Democratic Front,Tel: 33050552 – Fax: 3305047,Address: 14 Muhammad Shafiq St. branching from Wadi al-Nil St., Muhandisin,Website: www.democraticfront.org,Email: info@democraticfront.org,,","Other Parties, Politics",https://wayback.archive-it.org/2358/20120130164757im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/frontparty.png,imgID197,
The Arab Republic of Egypt- General Union of Lawyers: The People’s Trial of Colonel Mu’ammar al-Qaddafi,2011-06-11,2011,",The Arab Republic of Egypt,General Union of Lawyers,Committee of Political Affairs,,[In the seal: He is unworthy who lives only for himself] [General Union of Lawyers],,Colonel Mu’ammar Qaddafi, his sons (Sayf al-Islam, Khamis, and Mu’tasim), his aides, and some of the symbolic figureheads of the corrupt Libyan regime have committed a number crimes that are among the crimes against humanity outlined in provisions 5, 6, 7, and 8 from the Rome Statute of the International Criminal Court law since his inauguration and up through the present moment. These crimes are as follows:,,1.) A great number of officers were executed by a firing squad on April 2 1977 in their camps, after being subjected to humiliation and violent harassment due to leader ‘Umar Al-Mahishi’s attempt to change the system of rule in 1975. Their bodies were not handed over to their relatives and their burial grounds were unknown. The number of deaths totaled 21, and their names will be mentioned in the courts,,2.) Crimes against 1—’Umar ‘Ali Dabub, a teacher, was a university student participating in the January 1976 demonstrations, and on April 6th 1977, he was hung in front of the Benghazi Socialist Union building—Muhammad Mustafa Ramadan, a radio journalist, was assassinated in April 1980—Mahmud ‘Abd al-Salam Nafi’, a lawyer, was assassinated on April 21st, 1980—’Abd al-Jalil al-’Arif, a businessman, was assassinated on April 19th, 1980 in Rome—’Abd al-Latif al-Muntasir, a businessman, was assassinated on April 21st, 1980 in Beirut—Ahmad Rafiq al-Barani, a businessman, was assassinated on April 2nd, 1985 in Cyprus—Jibril ‘Abd al-Raziq al-Dinali, a police officer and popular poet, was assassinated on April 6th, 1985 in Bonn, Germany—Muhammad al-Muthnany, an employee at an oil foundation, was assassinated in April 1987 in Malta—Mansour al-Kikhia, Libyan oppositionist, disappeared when he was visiting Egypt on December 10, 1993,,3.) The sons of the Libyan people were killed in Uganda 1978 when they were thrown into wars that didn’t concern them, only to serve Qaddafi’s personal interests in protecting President ‘Idi Amin. These wars caused the deaths of numerous sons from among the precious Libyan people,,4.) The commission of atrocities in which 1,200 Libyan sons were killed in 1996 in Abu Salim prison,,5.) The commission of atrocities in which 160 Libyan sons were gunned down by a civilian plane that was on a domestic flight from Benghazi to Tripoli,,6.) The commission of atrocities in which Libyan sons were killed when 426 children were given injections in the Fatih Children’s Hospital in Benghazi,,7.) The commission of the crime of kidnapping Imam Musa al-Sadr and his companion from Lebanon who was visiting Libya,,8.) The commission of atrocities in which more than 12,000 Libyan sons were killed in the February 17, 2011 revolution. The crimes are still being committed to this very moment,,9.) The commission of malevolent, gross, and dangerous atrocities in which a number of Libyan sons exceeding 55,000 were wounded and sustained various injuries during the February 17, 2011 revolution. The number of losses were over 10,000.,,10.) Giving orders to rape a number of Libyan women in cities occupied by Qaddafi’s brigades, and Iman al-’Abidi was among the fighters,,11.) Terrorizing and killing Egyptians, using them as human shields in the face of NATO bombings,,Dr. Ibrahim Ahmad Ilyas,Founder, Committee of Political Affairs,Member of the General Union Council,,[Page 2],The People’s Trial of Colonel Mu’ammar al-Qaddafi,May 3, 2011,,Dr. Ibrahim Ahmed Elias,Founder, Committee of Political Affairs,Member of the General Union Council,","Libya, Solidarity",https://wayback.archive-it.org/2358/20120130153340im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/Untitled1.png,imgID198,
I am an Egyptian with the Intifada,2011-06-11,2011,"In the name of God the Merciful, the Compassionate,I am an Egyptian with the Intifada,*************************,We believe in the revival of the Palestinian issue and strive hard to free the Palestinian people from the weight of Zionist occupation in the Palestinian territories that has continued for more than 63 years. An elite group of Egypt’s youth have decided to take up and bear the responsibility for the revival of this issue after it was suppressed and diluted by previous regimes. We work with the utmost dedication and sincerity in various peaceful ways to save these people struggling under the Zionist oppression. The believers in Allah, then, with determination and the will of the proud people of Egypt, continue to fight against oppression and tyranny so that we may achieve victory over this brutal enemy. The movement has agreed on a specific number of measures and activities, among them are the following:,-Awareness campaigns to end the normalization of relations with the Zionist entity and the implementation of the decisions of the Security Council.,-Strikes and peaceful sit-ins beginning officially from the agreed upon Friday, 13/5/2011.,-Providing aid convoys and assistance to our brothers in Palestine.,Our Demands and Our Goals:,Millions participated with us in the dawn prayer in all the governorates of Egypt…,Contribute to supporting the Palestinian people, financially and materially, through peaceful aid convoys.,(The Convoy of Tahrir Square),For all branches of the association in Egypt:,I am an Egyptian with the Intifada,[Logo: The Tahrir Square Convoy [in English and Arabic],To Gaza],","Palestine, Solidarity",https://wayback.archive-it.org/2358/20120130153045im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/iamanegyptianwiththeintifada.png,imgID199,
The National Archives: Commission for Documenting the January 25th Revolution,2011-06-11,2011,"The National Archives,,Commission for Documenting the January 25th Revolution,,The Commission for Documenting the January 25th Revolution is calling for volunteers from those who teach the humanities, those who are experienced, and those who are interested in recording oral heritage to participate in a project of collecting oral testimony from the public about the Revolution. The goal is to to preserve these testimonials as historical evidence and then offer them immediately to the public and researchers on the internet and through various other media.,,Volunteering would involve conducting meetings with those who want to offer their testimony about the events of the January 25th Revolution, regardless of their stance or involvement with it. This work would also involve attempting to draw out clarification and explanation from those wishing to provide testimonials, audio recording the testimonial and documenting the hopes of the interviewee—all of this is to be done in secret if the interviewee so wishes. This secrecy necessitates a restricted schedule with the Commission organizing the times and places of the testimonials. The suggested period of the volunteering would be the summer months of the current year of 2011, starting the first of June and ending at the end of August.,,We encourage those who are interested in volunteering to fill out the form published on the web https://j.mp/archive25,,It is hoped that the work of the Commission will cover all of Egypt, targeting in the test phase of its work only the areas of Greater Cairo. It has been resolved to divide the interviewees according to well-known landmarks. For example, there will be groups at the National Archives, youth centers, and cultural centers.,,About the Commission,,The Commission began its project to maintain the rights of the people of Egypt and of subsequent generations to study all that has been recorded of the Revolution, whether during the period before the Revolution, the eighteen days that the Revolution lasted until it removed the previous President, or the weeks following it in which events continue to take place to this day. It is part of the National Archives’ mission, representing its function to preserve the records of the country and provide them to the general public, interested parties, and researchers of the history of Egypt.,,The Commission invites the public to help it in this historic work, which cannot achieve its desired objective without this help since the entirety of the Commission’s work volunteer-based.,,For more information on the project and the work of the committee go to the website : http://jan25.nationalarchives.gov.eg,,Cairo 27th of May 2011,,",Culture,https://wayback.archive-it.org/2358/20120130153047im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/nationalarchives.png,imgID200,
Signs: Happy Spring Egypt!,2011-06-10,2011,"Happy spring, Egypt! My country, today we are celebrating your liberation from the hand of a corrupt ruler, who had a clique of thieves around him that thought that you were a place where anything goes or a private estate. But, your youth rose up and revolted with the blood of your martyrs that numbered more than eight-hundred. They returned freedom to you once more. On Easter we breath the fresh air of freedom—unadulterated, full of love and patriotism, May you always live free and young my country!,","Culture, Signs from Tahrir",https://wayback.archive-it.org/2358/20120130153943im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/Tahrir-Signs10.png,imgID201,
Signs: Egypt is Telling You…,2011-06-10,2011,"Egyptian! Egypt is telling you “I don’t care about your name, or your color, or your address. I only care that you are somebody who cares for my children and their needs, someone who will lift their burdens, and take care of their concerns—somebody patient enough to be an Egyptian who can govern Egypt.”,,You won’t be able to steal our dreams from us, even if we have to sacrifice our lives. We’ve all had enough. We’re all gathered together, stretching our hands to freedom, we extend our steps as long as they can reach, refusing to be surrounded by a wall. We know who our enemies and friends are. With our love for each other and the Lord on our side, we will overcome any hardship.,","Culture, Signs from Tahrir",https://wayback.archive-it.org/2358/20120130153945im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/Tahrir-Signs5-do-not-translate-the-bottom-sign.png,imgID202,
Signs: We Need a Miracle,2011-06-10,2011,"We are in need of a miracle at a time when there are no miracles, because the national economy is truly in dire straits. Everything has been stolen from us; the country is sinking in an ocean of problems, not within sight of the shore. The people are the sailor that could take the wheel, saving the nation before it drowns, leading it to the shore of safety. The people don’t trust any body any more. Honorable people are becoming thieves, and the thieves are pretending to be honest. We really need miracles, not just one.,","Culture, Signs from Tahrir",https://wayback.archive-it.org/2358/20120130153949im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/Tahrir-Signs8-do-not-translate-sign-on-bottom-half.png,imgID203,
The Call of al-Aqsa: We Will Meet in Jerusalem,2011-06-10,2011,"We Will Meet in Jerusalem,[Left logo:] The Union of Arab Doctors, Committee of Relief and Emergency,[Center Logo:] The Call of al-Aqsa,[Right logo:] Palestinian Refugees Revolution [in English and Arabic],,[Handwritten notes:],80 million people are waiting for the day of the final crossing to liberate Palestine,80 million wait patiently at your borders,They light your candles,And rejoice at your return,,Oh Sunni Arab land,Waiting there before my eyes, oh precious one,We’ll overcome the thugs.,[end handwriting],,Do not look back upon the ages that forced us into humiliation. Instead,,look ahead to a sun waiting to appear.,Do not fearfully listen to an indomitable myth,,for behind you there is an army that has broken every bridge.,Do not keep telling them of dissent and betrayal.,After what happened in Egypt, it’s impossible to believe,what they were saying… isn’t that right?,Open your eyes to a light that all of existence sees.,Discover the truths hidden by the cowardice of the Jews.,Rip off the disguise that the stalemate put in place and oversaw.,I urge you, do not kill the determination of resistance with your silence.,,[faded rear text:],The Third Palestinian Intifada 15-5-2011,Palestine shall be freed… We are the ones that will free her.,From the river to the sea… and from the sea to the river.,,[Page 2],,[Handwritten notes:],80 million will sacrifice themselves for you, oh Palestine. We will bring the rapists to justice and they will wish to depart.,[end handwriting],,The Nakba… What is It??,Remembrance of the 15th of May War, 1948, when the Zionists and the Arabs went to war,,and we lost because of dissent and betrayal among some of the Arab rulers…,That day on which the State of Israel was declared is called by the Palestinians “The Sad Day.”,Ok, so why did we fight?,Following the persecution of the Jews all over the world,they decided to find a place, and they looked and searched all over.,However, Palestine was best suited for them because they were able to link their religious beliefs with a proposed structure—due to their particular case and so forth, they found greater sympathy!,Oh, and by the way, Israel isn’t just in Palestine… greater Israel is Palestine, Jordan, Iraq, part of Egypt, part of Sudan, Libya, and southern Turkey.,Now, whose turn do you think it is?!!!,You’ll tell me, “Enough, enough. I’ve heard enough, because the Palestinians sold their own land!!,They’ve got no more right to it. You should focus on thought, land, country, people… for a people, country, land.”,In the year 1946, the population of Palestine was 1,845,599: 67.05% were Arabs, compared to 23.95% Jews.,In the year 1947, the partition resolution, which divided up the land of Palestine, was adopted.,The whole of Palestine is 27,000 square kilometers.,At the end of the British Mandate period, the Jews did not possess more than about 5.7% of the area of Palestine.,The rest were Palestinian territories, and this despite the British Mandate’s collusion with the Zionists. In 1948 and 1949, Israel occupied by force an area comprising around 78% of Palestine’s land, establishing the alleged State of Israel upon it after the ’48 War. They expelled about 900 thousand Palestinians, and after the 1967 War they expelled 330000 thousand [sic]. Among the reasons the Palestinians left were the horrible massacres perpetrated by the Jews, the most terrible and awful of which being the massacre of Dayr Yasin. Two hundred fifty-four men, women, and children were martyred there in 1948. There were also the two massacres in the camp of Khan Yunis—two hundred seventy-five martyrs in the first and two hundred fifty in the second—and the massacre of Sabra and Shatila—three thousand two hundred ninety-seven martyrs.,The massacres continue… Will you just sit there watching??,,The Movement “I’m an Egyptian for the Intifada”,[Boxed text:] Join us on Facebook… Group: Fi al-Quds Naltaqi [We Will Meet in Jerusalem],Or the group….. Ana Misri ma’ al-Intifada [I’m an Egyptian for the Intifada],To contact us regarding preparation of the convoy for reconstructing Gaza and publicizing the issue [phone numbers redacted],,[Faded rear text:],From the river to the sea… and from the sea to the river.,,[Background text in the center of the page:],,The Third Palestinian Intifada [in English and Arabic], 5-15-2011,","Palestine, Solidarity",https://wayback.archive-it.org/2358/20120130153050im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/callofalaqsa.png,imgID204,
"People’s Coalition, Jan. 25th: Desire for Change",2011-06-10,2011,"Desire for Change,People’s Coalition, January 25th,To all those Egyptians who participated, did not participate, or took part in our great people’s revolution so that Egypt might step out of the darkness into the light and cross to safe shores. To any who sacrificed his life or suffered in our great revolution, I ask him to be proud and honored for what happened to him, since it was a victory for him, his children, and his grandchildren. It was a victory for all Egyptians, for the sake of Egypt, a noble, progressive pioneer, and for the sake of the lives of all Egyptians….,The demands of the gathered people and the desire for change:,1- Immediate release of all detained persons–officers and civilians–arrested between January 25th and April 9th, 2011.,2- Speeding up the transportation of the revolution’s injured abroad–for those whose condition allows travelling—and treating the remaining Egyptians quickly for their sacrifices during our excellent and remarkable revolution.,,To all those who are injured or anyone who knows someone injured, contact us because we stand with you.,For information: Mr. Ashraf Shawqi (phone # redacted),Mr. Mahmud Mustafa (phone # redacted),Mr. Muhammad Lutfi (phone # redacted),,In the name of God, the Merciful, the Compassionate.,Think not of those who are slain in God’s way as dead. Nay, they live finding their sustenance in the presence of their Lord. (3:169),Trust God the Almighty,","Demands, Movements, Revolution, Solidarity",https://wayback.archive-it.org/2358/20120130162415im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/04/Will-of-the-revolution.png,imgID205,
Party of the Popular Socialist Alliance: Together to Complete the Tasks of the Revolution,2011-06-09,2011,"Party of the Popular Socialist Alliance,(Under Construction),Together to Complete The Tasks of The Revolution,,Despite its having toppled Mubarak the dictator and Shafiq’s ministry, as well as having weakened the oppressive State Security apparatus, the glorious January 25th revolution has not yet completed its tasks; rather, these successes have paved the way for igniting political and social conflict about Egypt’s future. This conflict pits the powers of the revolution, which hope to sweep away the old regime, against the powers of the counter-revolution, which aim to abort the January 25th Revolution and retain the old regime.,We have seen some dangerous developments in the past few weeks; it began with the dissolution of the sit-ins in Tahrir square and Maspiro by force, and continued when the military police stormed the Communications Faculty to break up the sit-in there also by force. Human rights organizations continue to issue numerous reports documenting acts of torture against detainees in military prisons, secret police headquarters, and the Egyptian museum. And amidst the media frenzy accusing the Egyptian laborers struggling for their rights of ruining the economy and disrupting stability, the military council hastily issues a draft law criminalizing civil disobedience and sit-ins. The danger of the situation increases when we fail to hold accountable those criminals known by name—who destroyed and burned down the Atfih Church, and others who lit a citizen’s house on fire in Qena and cut off his ear, only to have the military magistrate of Qena grant them formal reconciliation.,All of these crimes occur without anyone being held accountable, as if the goal were to intimidate citizens, inciting panic and horror among them.,The Military Council, which chose to rule the country itself in an ambiguous way, holds complete responsibility for how the country’s situation has deteriorated in recent weeks. The forces of the revolution demand that this unacceptable approach be brought to an end, and that everyone unite around a roadmap which guarantees a democratic transition through the following:,1. Bestowing political freedoms, chief among them the freedom to establish political parties, unions, and organizations by notification only.,2. Rebuilding the police apparatus as a civil body subject to civil and legal supervision, and holding accountable those individuals responsible for killing and torturing citizens.,3. Bringing the corrupt, those involved in forgery, and thieves of public funds to trial, and reclaiming the funds they stole.,4. Finding a realistic solution to urgent social demands, and dissolving the General Workers Union.,5. Dissolving local councils and district councils, and running new elections according to democratic principles.,6. Holding accountable the former press executives who misled the Egyptian people during the revolution.,7. Parliamentary elections through an open ‘mixed ballot’ system which guarantees actual representation for all political forces and independents, and which limits the influence of financial status and personal associations.,Together to Complete the Tasks of the Revolution.. Together to Topple the Old Regime, Not Restore It.,Together to Build a New System Which Realizes Revolution’s Goals of Freedom and Social Justice,,2 Husayn Pasha al-Mi’mar Street—From Mahmud Basiyuni—Tal’at Harb Square—Downtown—Third Floor—[Phone Number Redacted],","Politics, The Party of the Popular Socialist Alliance",https://wayback.archive-it.org/2358/20120130151743im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/04/TogetherWeCompletetasksoftherevolution.png,imgID206,
The National Campaign:  Egypt Talks about Itself,2011-06-09,2011,"The National Campaign. Egypt Talks about Itself.,Know…Decide…Choose,The Civil State,Total equality between man and woman, Christian and Muslim, Sa‘idi [Egyptian from Upper Egypt] and fellah [peasant farmer], Bedouin and city-dweller, dark-skinned and fair-skinned. Everyone is united as long as everyone is Egyptian. This means that before the law everyone is equal despite their different origins, ideas, religion, sex, and color. Everyone also has equal freedoms, rights, and responsibilities. In this case we have three forms of government: the legislative, the executive and the judicial, with ultimate authority resting with the law. The transfer of power happens automatically and easily through the application of the Constitution and the law. This all means in the end that the most important component of the secular state is the individual/the citizen who is the axis and the basis for everything. This means absoluuuute respect for the principle of citizenship. So what does citizenship mean? Stay tuned, and we will tell you.,Citizenship,All of us live in the same place; we carry the same citizenship. We are thus individuals who belong to the same state, meaning we are citizens of a certain country. There are four basic values that citizenship entails:,Equality, Freedom, Fraternity, and Social Responsibility,Of course there are rights and responsibilities that are exchanged between a country and its citizen that rest on the idea of belonging.,If you would like to know more call us so that you know what your rights are and what is expected of you.,The Religious State,The term theocracy first appeared in Europe during the Middle Ages. This system was based on the idea that religious clergy were the shadow of God on the Earth and that they were those who controlled, judged, and granted forgiveness. The clergy were also the ones who had the power to grant rewards, to protect people, to forgive, and to punish. They were the religious authority in all matters. The people could not bear this idea so secularism, which was the idea of complete separation of church and state, appeared. The most important concept of secularism is that the clergy don’t have to understand politics; it is better if they do not have power in rule or in politics at all. An example of a theocracy in the modern age is Iran.,Liberalism,Simply, Liberalism means freedom and its goal is that the citizens and the whole society will be free from the restrictions of politics and economics. This means, for example, that every person can cast his vote in elections without any restrictions or censorship. As for economics, liberalism means the freedom to buy and sell and unrestricted competition between individuals and between organizations….Liberalism is also interested in the freedom of ideas, the importance of tolerance, respecting the dignity of each human being and securing his right in the society he lives in….It is also interested in emphasizing the role of the people in expressing their opinions through general referendums and the full separation between the executive, the legislative and judicial branches of government.,The Constitution,It is the basis or the collection of the founding principles which determine the structure of the state. It regulates the relationship between the ruler and the ruled and limits the power of the leadership. This means the constitution is the thing which tells us the responsibilities that are required of us and the rights that we have.,The Presidential System,This means that the president is the sole owner of executive power and it is his duty to protect the Constitution and the law and to enforce both of them. The cabinet, which he appoints, assists him in this task. It is within his rights to remove any member of the cabinet or even to dissolve the cabinet completely. The most famous example of the presidential system is America. We find their a complete separation of powers in the state; meaning the executive power is in the hands of the president, legislative power is in the hands of the Parliament and no one from one is able to interfere with the work of the other except in very limited instances.,The Parliamentary System,This means that executive power rests in the hands of the ministers who represent the government. It is the job of the Parliament to oversee the work of the government. The Parliament is able to withdraw its support for the government and remove it. The parliamentary system balances between the legislative and executive powers. As for the president it is a symbolic position, and his role is limited to matters of protocol and diplomatic meetings. In this system the government is put into office either by the people or the majority of ministers form a party which has more than half the members of parliament following the parliamentary elections. If no party is able to acquire a majority then the different parties form a coalition government from the parties in parliament. In all cases the government is held accountable by the Parliament for carrying out its duties.,For More,If you would like to contact us,Or if you have any questions or comments,(We are members together of the Campaign page on Facebook),Our page on Facebook’s name in Arabic is,(al-Hamla al-Wataniya – Misr Tatahaddith ‘an Nafsiha [The National Campaign. Egypt Talks about Itself]),","Demands, Revolution",https://wayback.archive-it.org/2358/20120130164142im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/06/nationalcampaign.png,imgID207,
